taxon,recipient_post_fmt,donor_pre_fmt,taxon_id,experiment_id
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,9.367096512317732e-4,0.0043710377043710376,19,goyal_032_d7
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,1.248946201642364e-4,0.0035035035035035035,23,goyal_032_d7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus,0.015861616760858024,0.00707374040707374,26,goyal_032_d7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,0.006463296593499235,0.0015015015015015015,36,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes,0.02372997783120492,0.02252252252252252,43,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,0.0057451525275548756,0.0059392726059392725,44,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.060605114434695725,0.07897897897897899,46,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A,0.003778062259968152,0.007674341007674341,51,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea,0.013956973803353421,0.013213213213213212,52,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,0.006369625628376058,0.008008008008008008,53,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus,0.0019670902675867235,5.67233900567234e-4,81,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417,0.007368782589689949,0.02659325992659326,86,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071,0.0011240515814781278,0.0016016016016016017,87,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,0.0018734193024635465,0.0011011011011011012,88,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83,4.683548256158866e-4,0.015148481815148482,89,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.25375464451868734,0.049883216549883216,96,goyal_032_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__OEMS01,0.004246417085584039,0.01578244911578245,112,goyal_032_d7
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister,0.004777219221282043,0.01314647981314648,117,goyal_032_d7
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella,0.022543478939644673,0.014080747414080748,122,goyal_032_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia,4.3036975935157625e-4,0.005351681957186544,3,goyal_033_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia,0.0010759243983789405,0.009506714532641935,7,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.05992898898970699,0.020642201834862386,8,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,0.10368324785711723,0.049361786996410056,10,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,0.062403615105978555,0.04321233878473607,11,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,0.017071333787612525,0.012332136683951602,13,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas,0.005702399311408385,0.0015622922483712273,14,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173,0.013413190833124125,0.007279617072197846,18,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.03163217731234086,0.02143996808934982,19,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter,0.009324678119284151,0.004653636484510039,21,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0.02492558189577879,0.02077516287727696,22,goyal_033_d7
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302,0.0046982032062547075,0.003423746842175243,37,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor,0.005881720044471542,0.010537162611354872,40,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter,0.018111394039378833,0.017451136816912644,41,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,0.003048452462073665,0.008010902805477995,44,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea,0.005379621991894703,0.009041350884190932,52,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,0.010795108130402038,0.019345831671320302,53,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella,0.010974428863465193,0.0035899481451934583,54,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G,0.002438761969658932,0.0016287727695785134,57,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115,0.02011978624968619,0.01655364978061428,69,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A,0.0022953053832084065,0.0036231884057971015,83,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R,0.006706595416562063,0.005318441696582901,84,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E,0.007316285908976796,0.024531312325488632,85,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417,0.0030125883154610337,0.006082967690466693,86,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,0.00344295807481261,0.01731817577449807,88,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83,0.012624179607646236,0.004720117005717324,89,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4,0.03209841121830506,0.011900013296104241,91,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas,0.0039450561273894486,0.008177104108496211,93,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.0911666606893089,0.0604972742986305,96,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,0.007101101029301008,0.012996941896024464,97,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pygmaiobacter,0.0020083922103073556,0.0030913442361388114,99,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C,0.012014489115231503,0.0013960909453530116,101,goyal_033_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524,6.455546390273643e-4,0.013761467889908258,113,goyal_033_d7
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium,0.00688591614962522,0.005251961175375615,115,goyal_033_d7
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas,0.005379621991894703,0.0011301688605238665,116,goyal_033_d7
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella,0.0052361654054441775,0.014658954926206622,123,goyal_033_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,0.0021318295911700994,0.015741620301262044,13,goyal_034_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.005192036584946533,0.032161758718957795,19,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.008252243578722965,0.004579997285927534,46,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus,0.005192036584946533,0.016827249287555978,50,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160,0.004504349620052952,0.001865924820192699,74,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41,0.016676408898669327,0.020932283891979916,79,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E,0.021834061135371178,0.012518659248201927,85,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83,0.006945638345425162,0.005699552178043154,89,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,0.03448750128941306,0.04040575383362736,97,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E,0.011896984492658942,0.003731849640385398,100,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994,0.01904892892755218,0.03138146288505903,110,goyal_034_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524,0.0025788261183509265,0.012382955624915185,113,goyal_034_d7
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,0.01646973397583999,0.04016620498614958,1,goyal_036_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,0.0015182520298369529,0.010497157019973757,2,goyal_036_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427,0.00610601359825731,0.0031345677212421636,4,goyal_036_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.007690276585913262,0.02248870097681878,8,goyal_036_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,0.03805531718265232,0.03335034261554162,38,goyal_036_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45,0.004587761568420358,0.002114010788744715,47,goyal_036_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,0.0036306026800448873,0.00812800699810468,68,goyal_036_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4,8.581424516469734e-4,0.009585945473101034,91,goyal_036_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.014753449072546042,0.021213004811196968,96,goyal_036_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__OEMS01,0.0021783616080269324,0.005685960052485785,112,goyal_036_d7
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,0.006889763779527559,0.015429218874966675,1,goyal_038_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.05152180496668686,0.07268061850173287,8,goyal_038_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,0.040165051483949124,0.018195147960543855,10,goyal_038_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,0.03160963052695336,0.022593974940015995,11,goyal_038_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,0.01877649909145972,0.004232204745401227,13,goyal_038_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.006586917019987886,0.013496400959744068,19,goyal_038_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0.006586917019987886,0.017428685683817648,22,goyal_038_d7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus,0.016467292549969717,0.024793388429752067,26,goyal_038_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81,0.0085175651120533,0.0011330311916822181,48,goyal_038_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,0.015255905511811024,0.004232204745401227,49,goyal_038_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F,0.005489097516656572,0.015329245534524126,56,goyal_038_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,0.009312537855844943,0.008064516129032258,65,goyal_038_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502,0.006549061175045427,0.0018994934684084244,76,goyal_038_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.054588128407026044,0.0447880565182618,96,goyal_038_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,0.01885221078134464,0.010430551852839243,97,goyal_038_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__OEMS01,0.0015142337976983646,0.00416555585177286,112,goyal_038_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524,3.7855844942459116e-4,0.0012330045321247668,113,goyal_038_d7
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister,0.008782556026650516,0.014296187683284457,117,goyal_038_d7
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,0.04386398865472775,0.06467584712981587,1,goyal_039_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,0.012070841990699516,0.003906854401980505,2,goyal_039_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia,0.0016820025724745226,0.005608850379080922,3,goyal_039_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427,0.001846904785462221,0.0010830883490639022,4,goyal_039_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.02823125886349395,0.015395327247408325,8,goyal_039_d7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Longibaculum,5.936479667557139e-4,0.0011217700758161845,27,goyal_039_d7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania,4.947066389630949e-4,2.3209036051369334e-4,30,goyal_039_d7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,0.01833712608423205,0.016594460776729072,36,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter,0.04511724547343425,0.06680334210119139,41,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,0.03024306586194387,0.04405848677084945,42,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.019953167771511494,0.06165867244313786,46,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea,0.005606675241581742,0.009206250967043169,52,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,0.002638435407803173,0.004835215844035278,55,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F,0.0016820025724745226,0.0017793594306049821,56,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G,8.904719501335708e-4,0.0034813554077054,57,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus,0.0015171003594868244,0.0023595853318892157,60,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,0.001451139474291745,0.0037521274949713756,68,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A,0.007255697371458725,0.012997060188766826,70,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R,0.003561887800534283,0.011604518025684667,84,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,0.004551301078460473,0.013113105369023673,88,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,5.276870815606345e-4,0.0010830883490639022,90,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas,0.0074205995844464235,0.010134612409097942,93,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.008937699943933248,0.003984217855485069,96,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,0.07707529435045019,0.10691629274330806,97,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C,8.574915075360312e-4,0.0011217700758161845,101,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D,0.010883546057188087,0.016594460776729072,102,goyal_039_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191,0.0012202763761089673,0.002939811233173449,106,goyal_039_d7
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,2.3086309818277762e-4,0.015782144514931148,127,goyal_039_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,0.0033568660022148394,0.00825265263834804,2,goyal_040_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427,0.009136212624584718,2.1435461398306598e-4,4,goyal_040_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,0.00643687707641196,0.12986317030474082,10,goyal_040_d7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus,0.010520487264673311,0.0031438676717516346,26,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,0.02965808416389812,0.01600514451073559,42,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.06464562569213732,0.028151905969775997,46,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,0.010831949058693245,0.021971347933264263,53,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,0.001522702104097453,0.00964595762923797,65,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A,0.02245985603543743,0.015397806437783573,70,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus,9.343853820598007e-4,0.01482619413382873,78,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41,0.01709579180509413,0.01779143296059448,79,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417,0.018168604651162792,0.010181844164195635,86,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,0.007821151716500553,0.013968775677896467,88,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.07520071982281284,0.05791147154442499,96,goyal_040_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,0.12555370985603545,0.021471187167303778,97,goyal_040_d7
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium,8.305647840531562e-4,0.007002250723446822,115,goyal_040_d7
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,0.037011112083296875,0.07045846507617132,1,goyal_042_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,0.005191471986467174,0.013473699338890486,2,goyal_042_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia,0.0016478548721089625,0.0015809140557631503,3,goyal_042_d7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427,0.0024207425554875024,6.108077033630353e-4,4,goyal_042_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.038892291539067286,0.04408594423684967,8,goyal_042_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,0.05550208533846648,0.05288876113825812,10,goyal_042_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,0.019701344532913348,0.040888186260419665,11,goyal_042_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.036690290780762386,0.00617993676343777,19,goyal_042_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0.0014436958614051972,0.01936619718309859,22,goyal_042_d7
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,0.0011666229183072301,0.005030181086519115,24,goyal_042_d7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus,0.06489339983083968,0.035247197470537506,26,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter,0.007262227666462508,0.018216441506179938,41,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,0.015749409397147605,0.032480597872952,42,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes,0.015734826610668766,0.016024719747053752,43,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,0.004593577740834719,0.010850819200919804,44,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.03405080642809228,0.031654210980166714,46,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea,0.012176626709831715,0.009198045415349238,52,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,0.011403739026453174,0.024576027594136247,53,goyal_042_d7
